start_date,end_date,question,response,total,male,female,16-24,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade
2020-05-29,2020-05-31,altered_behaviour_over_last_week,YouTube,31,24,7,6,9,7,5,9
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Weighted base,2072,1011,1061,285,565,590,421,497
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,28,8,20,5,16,5,5,2
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,27,9,19,2,6,11,4,7
2020-05-29,2020-05-31,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),25,14,10,4,12,9,1,2
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Channel 4,24,12,12,4,6,6,4,8
2020-05-29,2020-05-31,altered_behaviour_over_last_week,BBC - Radio,44,28,16,6,17,10,7,10
2020-05-29,2020-05-31,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),6,5,2,1,4,1,1,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Magazines,5,2,3,0,2,1,1,2
2020-05-29,2020-05-31,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),6,3,3,2,2,3,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,RTÉ,0,0,0,0,0,0,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Other,5,3,2,1,2,0,0,3
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Broadcasters,385,181,205,79,104,113,81,86
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,122,63,59,22,27,31,32,32
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: BBC services,323,147,176,70,97,93,64,69
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Weighted base,2072,1011,1061,285,565,590,421,497
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Newspapers (printed and online),45,26,19,5,21,17,2,5
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Officials,186,80,106,30,59,50,37,40
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Social Media,84,49,35,21,22,25,17,20
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),43,21,22,6,9,17,8,9
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),22,13,9,1,7,6,2,7
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Closed groups,14,9,5,3,5,3,2,4
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Other online news sources,38,22,17,13,17,7,9,5
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,91,42,49,24,22,26,18,25
2020-05-29,2020-05-31,altered_behaviour_over_last_week,NET: Traditional media,405,193,211,82,110,120,84,91
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Podcasts,6,3,3,1,4,0,1,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,BBC Alba,0,0,0,0,0,0,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1467,723,744,170,399,416,305,347
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Apple iMessage,5,3,2,0,1,2,1,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Community radio,5,1,4,1,1,0,2,2
2020-05-29,2020-05-31,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",3,2,1,0,0,0,2,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",3,2,1,0,1,1,0,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,UTV,3,3,0,1,2,0,0,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Celebrity and/or social media influencer,5,3,2,4,2,1,2,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Weighted base,2072,1011,1061,285,565,590,421,497
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from Wales Government website/ email/ text/ post,2,1,1,2,1,1,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from Northern Ireland Government website/ email/ text/ post,2,1,1,0,1,0,0,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,1,1,0,0,1,0,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Cool FM,1,0,1,1,1,0,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,S4C,0,0,0,0,0,0,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,ITV Wales,2,0,2,2,2,0,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,WhatsApp,15,11,4,2,7,2,4,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Commercial Radio,18,12,6,2,3,1,7,6
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Email,18,12,6,6,6,7,4,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,17,8,9,7,6,5,2,3
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Weighted base,2077,1012,1065,288,573,588,420,496
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Podcasts,16,9,6,6,3,7,1,5
2020-06-05,2020-06-07,altered_behaviour_over_last_week,WhatsApp group(s),15,7,8,6,9,4,2,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",14,10,4,3,5,7,1,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",8,7,1,5,4,4,0,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,People in your local area/neighbourhood,10,3,7,1,2,1,3,5
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Channel 5,10,6,4,1,4,4,1,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,STV,9,3,6,1,1,3,2,3
2020-06-05,2020-06-07,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),9,4,5,0,3,4,1,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Advertising,8,6,2,3,2,3,1,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,YouTube,23,17,6,8,9,5,3,6
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Weighted base,2077,1012,1065,288,573,588,420,496
2020-06-05,2020-06-07,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,2,6,0,5,2,0,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from Scotland Government website/ email/ text/ post,13,2,11,2,4,4,3,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,26,20,6,4,16,6,2,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Weighted base,2077,1012,1065,288,573,588,420,496
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,29,16,13,4,6,13,3,7
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Unweighted base,2081,992,1089,218,610,599,415,457
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Weighted base,2077,1012,1065,288,573,588,420,496
2020-06-05,2020-06-07,altered_behaviour_over_last_week,BBC - TV,228,116,112,36,77,66,42,43
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from UK Government website/ email/ text/ post,105,50,55,30,32,27,25,21
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Facebook messenger,7,5,3,1,3,3,0,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Family and friends directly,83,31,51,21,29,20,20,14
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,76,34,41,22,24,25,13,13
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Facebook,55,32,23,15,11,18,17,9
2020-06-05,2020-06-07,altered_behaviour_over_last_week,BBC - Radio,53,26,27,11,17,14,9,13
2020-06-05,2020-06-07,altered_behaviour_over_last_week,ITV,50,26,24,6,7,20,9,14
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Sky,49,29,20,7,17,17,8,7
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Twitter,39,22,17,18,13,15,9,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),39,21,18,7,19,13,5,3
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Channel 4,36,18,19,0,11,7,7,11
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Search engine (e.g. Google),36,19,17,13,13,10,4,10
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Official scientists,36,16,19,9,13,14,2,6
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,33,16,17,9,10,10,5,7
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Instagram,26,12,14,12,10,11,4,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,BBC - Online/ app,85,37,47,20,41,23,12,9
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,36,15,21,15,14,12,5,5
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Celebrity and/or social media influencer,4,3,1,1,2,2,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Snapchat,6,3,3,1,3,0,1,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Magazines,6,5,1,1,2,3,1,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),6,2,3,0,5,1,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),5,4,1,0,3,1,0,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Community radio,5,4,1,1,1,2,1,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from Wales Government website/ email/ text/ post,5,1,4,1,1,2,0,1
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Apple iMessage,4,3,2,1,4,1,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Direct from Northern Ireland Government website/ email/ text/ post,4,3,1,0,2,2,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Weighted base,2077,1012,1065,288,573,588,420,496
2020-06-05,2020-06-07,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",4,3,1,1,2,2,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,UTV,4,0,4,1,1,1,1,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Cool FM,1,0,1,0,1,0,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,S4C,1,1,0,1,1,0,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,RTÉ,0,0,0,0,0,0,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,BBC Alba,0,0,0,0,0,0,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,ITV Wales,3,1,2,1,1,2,0,0
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Broadcasters,365,179,186,62,119,104,66,77
2020-06-05,2020-06-07,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1441,699,742,148,383,402,296,360
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Traditional media,398,199,199,67,127,118,74,80
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,89,33,55,22,29,21,20,19
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Other online news sources,43,23,20,10,13,16,6,9
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Other,9,3,6,5,3,3,2,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),26,17,9,8,13,6,6,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),58,36,23,15,12,20,17,9
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Closed groups,20,11,9,6,10,7,2,2
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Social Media,101,55,47,34,26,32,29,14
2020-06-05,2020-06-07,altered_behaviour_over_last_week,Weighted base,2077,1012,1065,288,573,588,420,496
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Officials,205,91,113,46,66,62,40,36
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Newspapers (printed and online),70,44,26,8,31,24,8,8
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: BBC services,300,149,151,52,106,85,54,55
2020-06-05,2020-06-07,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,128,66,62,16,35,38,24,32
2020-06-12,2020-06-15,altered_behaviour_over_last_week,BBC - Radio,59,33,26,11,28,12,13,7
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Twitter,32,13,19,10,13,7,6,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Channel 4,35,23,11,6,12,6,9,7
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Weighted base,2077,1017,1061,281,569,590,417,502
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,35,20,15,6,12,7,10,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Search engine (e.g. Google),40,15,25,7,14,8,8,11
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Facebook,47,26,21,11,14,9,8,16
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,31,15,15,6,12,8,1,9
2020-06-12,2020-06-15,altered_behaviour_over_last_week,ITV,66,32,34,13,22,12,20,13
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from Scotland Government website/ email/ text/ post,17,9,8,2,4,6,4,2
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Family and friends directly,88,33,55,20,31,27,13,17
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from UK Government website/ email/ text/ post,89,36,53,20,27,26,21,15
2020-06-12,2020-06-15,altered_behaviour_over_last_week,BBC - Online/ app,89,45,44,26,42,24,13,10
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,90,36,54,22,25,27,25,13
2020-06-12,2020-06-15,altered_behaviour_over_last_week,BBC - TV,227,100,127,34,75,59,47,46
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Weighted base,2077,1017,1061,281,569,590,417,502
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Unweighted base,2077,1029,1048,267,599,583,372,523
2020-06-12,2020-06-15,altered_behaviour_over_last_week,YouTube,28,19,10,8,8,10,6,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Sky,75,45,30,11,22,22,14,16
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Weighted base,2077,1017,1061,281,569,590,417,502
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Commercial Radio,28,17,10,4,8,4,10,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,25,11,14,5,16,4,1,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,UTV,4,3,1,1,0,1,2,1
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Cool FM,4,2,2,1,0,,2,2
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Community radio,5,4,1,2,3,0,1,
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Celebrity and/or social media influencer,5,4,1,0,1,0,3,1
2020-06-12,2020-06-15,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",5,4,2,0,4,0,1,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Apple iMessage,6,5,1,2,5,1,0,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Magazines,7,4,2,3,7,0,0,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Instagram,20,10,10,11,10,3,5,1
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from Wales Government website/ email/ text/ post,7,5,2,4,1,2,1,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,8,5,3,2,7,0,0,1
2020-06-12,2020-06-15,altered_behaviour_over_last_week,ITV Wales,4,2,2,3,2,1,1,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Weighted base,2077,1017,1061,281,569,590,417,502
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Podcasts,8,4,4,1,2,3,1,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,People in your local area/neighbourhood,10,5,6,2,2,5,1,2
2020-06-12,2020-06-15,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),12,10,1,0,3,1,5,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,WhatsApp group(s),12,4,8,1,4,6,2,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Facebook messenger,13,7,6,3,4,4,2,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Advertising,13,10,3,5,5,5,1,1
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Channel 5,13,6,7,2,5,2,3,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),14,12,2,1,4,2,8,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Email,15,8,7,2,4,6,1,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",15,7,8,5,4,6,4,2
2020-06-12,2020-06-15,altered_behaviour_over_last_week,STV,8,4,4,1,4,2,,2
2020-06-12,2020-06-15,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),4,0,4,0,2,0,0,1
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Weighted base,2077,1017,1061,281,569,590,417,502
2020-06-12,2020-06-15,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,2,0,0,1,1,1,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),23,12,12,5,11,5,2,6
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,23,6,17,5,6,10,4,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Official scientists,23,12,11,8,6,7,5,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1469,715,754,170,374,434,285,375
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Traditional media,406,201,205,71,136,100,87,82
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,91,34,56,20,33,27,13,18
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Other online news sources,48,26,22,10,15,14,12,7
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Closed groups,22,11,11,4,8,8,4,3
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),29,16,14,3,11,10,5,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),52,29,23,12,15,11,9,17
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Social Media,79,42,38,20,27,15,16,20
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Officials,201,85,115,43,58,57,44,41
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Weighted base,2077,1017,1061,281,569,590,417,502
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Newspapers (printed and online),53,36,17,8,23,8,13,9
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: BBC services,299,142,157,55,108,75,61,55
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,158,90,68,28,45,39,40,34
2020-06-12,2020-06-15,altered_behaviour_over_last_week,NET: Broadcasters,387,192,195,69,130,96,82,79
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Other,7,4,3,0,2,,4,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,RTÉ,0,0,0,0,0,0,0,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Direct from Northern Ireland Government website/ email/ text/ post,0,0,0,0,0,0,0,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,BBC Alba,0,0,0,0,0,0,0,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,S4C,0,0,0,0,0,0,0,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),2,1,1,1,1,,1,0
2020-06-12,2020-06-15,altered_behaviour_over_last_week,WhatsApp,26,13,13,3,8,10,5,5
2020-06-12,2020-06-15,altered_behaviour_over_last_week,Snapchat,7,4,3,5,7,0,0,0
