table,question,date,response,BBC - TV,BBC - Radio,BBC Online/ app,ITV,STV,UTV,ITV Wales,Channel 4,Channel 5,Sky,Newspapers (printed),Newspapers (online),Advertising,Commercial Radio,Podcasts,Direct from World Health Organisatio n (WHO) website/ email/text/ post,Direct from NHS website/ email/text/ post,Direct from Government website/ email/text/ post,Official scientists,Direct from Local health service website/ email/text/ post,Direct from Local council website/ email/text/ post,Facebook,Twitter,Instagram,Snapchat,YouTube,WhatsApp,WhatsApp group(s),Facebook messenger,Apple iMessage,Search engine (e.g. Google),"Websites/ apps of online news organisatio ns like Buzzfeed, Huffington Post, Vice, etc.",Websites or apps that bring together news from different news providers,"Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox etc",Email,"Smart speaker (e.g. Amazon Echo, Google Home)",Family and friends directly,People in your local area/ neighbourho od,Other 1,Other 2,Other 3,BBC Alba,S4C,RTÉ,"""Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids"" such as The Daily Mail or Daily Express ( printed )","""Red-top tabloids"" such as The Sun or Daily Mirror ( printed )","""Broadsheet s"" such as The Times or Guardian ( online )","""Mid-market tabloids"" such as MailOnline or Express ( online )","""Red-top tabloids"" such as The Sun or Mirror ( online )",Magazines,Cool FM,Community Radio,Direct from UK Government website/ email/text/ post,Direct from Scotland Government website/ email/text/ post,Direct from Wales Government website/ email/text/ post,Direct from Northern Ireland Government website/ email/text/ post,Celebrity and/or social media influencer,"“Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids” such as MailOnline or Express ( online )","Local sources across TV, radio and online","Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc","Smart speaker/ display (e.g. Amazon Echo, Google Home)","Direct Mail, e.g. leaflets or other types of information that you get through the letterbox","Flyers, e.g. leaflets that you may be given or find when out and about","Stickers, e.g. on lamp posts or other places in your neighbourho od"
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,8,4,,,,,,,,,,,,,,,,,13,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,1,,,,,,,,,,,,,,,,,3,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,3,,,,,,,,,,,,,,,,,10,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,-,,,,,,,,,,,,,,,,,13,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,,,,,,,,,,,,,,,,9,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,,,,,,,,,,,,,,,,,5,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,,,,,,,,,,,,,,,,,14,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,3.94,4.31,,,,,,,,,,,,,,,,,2.92,,,,,,,,
Table 31,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.66,0.54,,,,,,,,,,,,,,,,,1.12,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,1172,389,552,623,55,31,28,285,103,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,,115,85,237,,,,,,,,,,,117,143,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,1174,396,555,642,51,34,27,284,109,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,,115,88,222,,,,,,,,,,,123,137,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,859,308,427,475,40,26,23,226,78,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,,48,35,166,,,,,,,,,,,91,42,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,365,131,182,178,17,8,9,101,34,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,,14,6,55,,,,,,,,,,,27,6,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,4,494,177,245,297,23,18,14,125,44,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,1,4,,34,29,112,,,,,,,,,,,64,36,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,3,222,71,108,136,10,4,5,50,28,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,50,38,47,,,,,,,,,,,29,69,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,2,62,11,12,24,1,3,-,5,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,11,8,8,,,,,,,,,,,4,20,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,1 - Do not trust at all,31,7,8,6,-,1,-,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,6,7,1,,,,,,,,,,,-,6,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Do not trust,94,18,20,30,1,4,-,8,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,17,15,9,,,,,,,,,,,4,26,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Mean,3.94,4.05,4.05,3.96,4.09,3.82,4.14,4.12,4.01,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,4.62,4.49,,3.33,3.21,3.95,,,,,,,,,,,3.93,3.12,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,0.97,0.88,0.86,0.85,0.78,1,0.69,0.82,0.85,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0.65,0.53,,0.99,0.98,0.8,,,,,,,,,,,0.76,0.86,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,,,,,,,,,,,,,73,254,69,100,339,,160,164,221,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,39,11,38,392,57,31,16,,,,352,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,,,,,,,,,,,,,77,268,72,105,339,,158,157,204,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,42,13,42,393,50,29,19,,,,345,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,,,,,,,,,,,,,30,154,39,84,308,,143,127,167,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,7,23,307,48,26,14,,,,234,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,,,,,,,,,,,,,9,40,8,53,222,,77,67,73,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,10,166,27,16,6,,,,60,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,4,,,,,,,,,,,,,21,114,31,32,86,,65,60,94,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,6,13,141,21,11,7,,,,174,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,3,,,,,,,,,,,,,31,92,24,14,27,,15,26,33,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,25,4,15,57,1,3,4,,,,91,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,2,,,,,,,,,,,,,12,17,6,1,1,,-,2,4,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,1,3,20,1,-,1,,,,13,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,1 - Do not trust at all,,,,,,,,,,,,,4,5,3,5,3,,1,2,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,-,9,-,-,-,,,,6,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Do not trust,,,,,,,,,,,,,16,22,9,7,4,,1,4,4,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,2,3,29,1,-,1,,,,20,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,,,,,,,,,,,,3.24,3.62,3.49,4.19,4.54,,4.38,4.2,4.15,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.34,3.38,3.73,4.11,4.5,4.44,4.01,,,,3.78,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,,,,,,,,,,,,,1.02,0.89,0.94,1.05,0.73,,0.7,0.84,0.77,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.87,1.09,0.92,0.98,0.6,0.67,0.92,,,,0.84,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,271,159,42,179,129,94,85,20,314,219,332,47,186,58,503,139,65,,,,,,,,,,,,,,,,,,,45,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,278,168,46,180,147,108,95,23,320,226,333,48,189,61,508,139,63,,,,,,,,,,,,,,,,,,,47,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,70,39,16,70,44,29,26,5,157,95,146,19,102,29,295,40,46,,,,,,,,,,,,,,,,,,,13,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,12,11,-,15,9,6,6,3,26,13,25,4,19,5,94,4,25,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,4,,,,,,,,,,,,,,,,,,,,,,,58,28,16,55,35,23,20,2,131,82,121,15,83,24,201,36,21,,,,,,,,,,,,,,,,,,,11,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,3,,,,,,,,,,,,,,,,,,,,,,,142,82,19,79,70,50,42,14,133,99,154,16,71,26,173,70,17,,,,,,,,,,,,,,,,,,,17,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,2,,,,,,,,,,,,,,,,,,,,,,,49,39,9,20,25,21,17,1,25,27,26,10,10,4,31,23,*,,,,,,,,,,,,,,,,,,,10,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,16,9,3,11,8,8,10,3,6,5,7,3,5,2,9,6,-,,,,,,,,,,,,,,,,,,,7,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,66,48,12,31,33,29,27,4,30,32,33,13,16,6,40,29,*,,,,,,,,,,,,,,,,,,,17,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,3,2.96,3.01,3.24,3.07,2.99,2.95,3.02,3.46,3.31,3.39,3.15,3.53,3.46,3.67,3.06,4.11,,,,,,,,,,,,,,,,,,,2.83,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,0.89,0.94,0.91,0.97,0.93,0.97,1.03,1.06,0.82,0.84,0.82,1.05,0.85,0.85,0.91,0.85,0.83,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,*,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,1179,429,536,590,57,32,36,284,109,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,3,,161,86,250,,,,,,,,,,,106,164,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,1169,431,542,599,54,32,30,294,105,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,4,,154,90,229,,,,,,,,,,,106,149,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,897,352,435,444,43,19,24,225,71,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,2,,76,37,165,,,,,,,,,,,88,60,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,360,156,143,151,15,6,10,91,28,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,9,11,48,,,,,,,,,,,21,11,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,4,537,196,292,293,27,13,15,134,43,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,2,,67,26,117,,,,,,,,,,,67,49,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,3,201,65,83,135,9,13,5,66,29,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,*,2,,56,40,57,,,,,,,,,,,14,60,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,2,37,9,17,16,2,-,1,3,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,18,10,4,,,,,,,,,,,2,23,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,34,5,8,4,1,-,-,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,5,3,3,,,,,,,,,,,1,5,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,71,15,24,20,2,-,1,4,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,23,13,7,,,,,,,,,,,4,29,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Mean,3.99,4.13,4.01,3.95,4.01,3.77,4.12,4.06,3.9,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3.73,3.55,,3.36,3.36,3.89,,,,,,,,,,,3.98,3.25,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,0.93,0.83,0.82,0.8,0.85,0.74,0.77,0.77,0.88,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,0.58,,0.89,0.96,0.79,,,,,,,,,,,0.73,0.93,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,,,,,,,,,,,,,99,268,66,81,330,,171,171,221,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,44,13,45,339,52,25,11,,,,374,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,,,,,,,,,,,,,92,262,55,80,326,,158,165,218,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,40,15,45,331,50,22,10,,,,366,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,,,,,,,,,,,,,34,158,29,69,299,,138,154,186,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,23,7,30,281,46,20,9,,,,231,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,,,,,,,,,,,,,4,46,5,34,210,,89,90,96,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,2,4,149,26,12,3,,,,59,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,4,,,,,,,,,,,,,30,112,23,34,90,,50,64,91,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,5,26,131,20,8,7,,,,172,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,3,,,,,,,,,,,,,39,92,23,6,22,,14,12,28,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,14,6,15,33,4,1,1,,,,112,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,2,,,,,,,,,,,,,12,13,3,1,1,,5,-,2,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,1,-,8,-,1,-,,,,18,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,,,,,,,,,,,,,8,1,1,5,3,,1,-,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,-,-,9,-,-,-,,,,6,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,,,,,,,,,,,,,20,13,3,5,4,,5,-,3,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,1,-,17,-,1,-,,,,24,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,,,,,,,,,,,,3.11,3.72,3.55,4.16,4.54,,4.4,4.47,4.28,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.62,3.54,3.75,4.22,4.44,4.45,4.2,,,,3.71,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,,,,,,,,,,,,,0.99,0.81,0.79,1.03,0.72,,0.81,0.63,0.75,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.83,0.87,0.61,0.92,0.65,0.74,0.55,,,,0.85,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,237,146,52,184,117,85,78,21,292,211,311,,173,55,544,160,74,,,,,,,,,,,,,,,,,,,48,,,,149,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,244,165,59,185,126,93,89,23,307,210,306,,172,65,557,168,70,,,,,,,,,,,,,,,,,,,47,,,,142,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,72,44,20,70,46,35,38,9,142,67,120,,78,42,297,54,48,,,,,,,,,,,,,,,,,,,11,,,,60,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,21,14,6,20,17,11,11,6,34,11,17,,16,13,118,9,23,,,,,,,,,,,,,,,,,,,3,,,,13,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,4,,,,,,,,,,,,,,,,,,,,,,,51,30,14,50,29,24,28,3,109,57,103,,62,28,179,45,25,,,,,,,,,,,,,,,,,,,8,,,,47,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,3,,,,,,,,,,,,,,,,,,,,,,,113,75,19,86,44,39,36,12,138,113,151,,67,22,223,78,16,,,,,,,,,,,,,,,,,,,22,,,,45,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,2,,,,,,,,,,,,,,,,,,,,,,,45,30,16,25,33,14,14,2,24,21,28,,20,2,35,34,6,,,,,,,,,,,,,,,,,,,7,,,,22,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,14,17,4,4,4,5,1,*,3,9,7,,7,-,2,3,-,,,,,,,,,,,,,,,,,,,7,,,,15,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,59,46,20,29,37,19,16,2,27,30,35,,27,2,37,37,6,,,,,,,,,,,,,,,,,,,14,,,,37,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,3.08,2.97,3.02,3.31,3.17,3.24,3.36,3.52,3.48,3.18,3.31,,3.36,3.82,3.67,3.14,3.93,,,,,,,,,,,,,,,,,,,2.83,,,,3.14,,,,
