table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,NET: Trust,100,59,41,2,2,7,13,11,19,48,49,31,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,5 - Trust completely,30,16,15,1,1,3,4,1,7,15,15,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,4,69,43,26,2,2,4,9,10,11,33,34,20,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,3,30,16,14,1,1,8,1,3,3,14,11,2,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,2,2,1,1,-,-,1,-,-,-,1,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,1 - Do not trust at all,3,1,1,-,-,1,-,-,-,1,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,NET: Do not trust,5,2,2,-,-,2,-,-,-,2,-,3,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,Mean,3.92,3.92,3.92,4,4,3.35,4.19,3.81,4.21,3.93,4.08,4.02,3.54,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 49,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,0.83,0.79,0.88,0.84,0.84,1.12,0.61,0.51,0.67,0.83,0.66,0.94,1.03,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,116,63,53,8,7,16,10,16,20,46,56,32,12,16,13,2,8,7,12,6,4,9,17,19,18,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,119*,70*,49*,10**,9**,17**,8**,17**,21**,45*,53*,34**,17**,15**,11**,2**,9**,8**,11**,6**,4**,8**,18**,24**,17**,1**,103*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,NET: Trust,84,47,38,5,5,13,5,12,15,34,40,21,12,11,8,1,7,7,7,2,3,6,12,19,11,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,5 - Trust completely,19,10,9,-,-,6,2,5,3,4,6,5,7,1,2,-,1,1,-,1,2,1,3,2,5,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,4,65,36,29,5,5,7,4,8,12,30,34,17,5,10,5,1,6,6,7,1,1,5,9,17,7,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,3,29,19,10,5,3,2,3,5,6,9,12,9,6,3,3,1,2,1,4,4,1,2,5,3,2,-,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,2,4,3,1,-,-,2,-,-,-,2,1,3,-,-,-,-,-,-,-,-,-,-,1,1,2,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,NET: Do not trust,5,4,1,-,-,2,-,-,-,3,1,3,-,1,-,-,-,-,-,-,-,-,1,1,3,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,Mean,3.82,3.75,3.92,3.55,3.64,4,3.84,3.97,3.86,3.74,3.86,3.67,4.09,3.7,3.9,3.4,3.91,4.09,3.63,3.57,4.34,3.86,3.78,3.82,3.76,4,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,0.76,0.8,0.7,0.52,0.51,1.02,0.77,0.77,0.64,0.76,0.64,0.84,0.88,0.84,0.75,0.67,0.56,0.53,0.51,0.89,1,0.64,0.83,0.64,1.18,-,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
